"Nombre","Estilo","Gravedad_Original","Gravedad_Final","Grado_Alcoholico","Amargor","Color"
"Stout Game STRONG","Imperial Stout",1.1,1.022,10.27,125.13,50
"Russian Imperial Sweet Stout","Russian Imperial Stout",1.133,1.053,10.61,79.48,50
"Imperial Chocolate Peanut Butter Bourbon Mil...","Imperial Stout",1.093,1.027,8.64,72.36,40.65
"The RIS","Russian Imperial Stout",1.108,1.036,9.43,145.28,40
"15 G AG Dry Stout","Dry Stout",1.045,1.01,4.59,45.47,36.44
"Nighty night Imp Stout","Russian Imperial Stout",1.09,1.025,8.47,78.97,43.53
"Black IPA","Foreign Extra Stout",1.079,1.016,8.33,215.3,37.2
"Suffolk & Gratest 2015","Russian Imperial Stout",1.1,1.024,9.97,74.32,35.19
"IMPERIAL STOUT - PARTI GYLE","Imperial Stout",1.091,1.016,9.86,129.58,48.93
"Kjeller 5 Juleale 2016 25 liter","Foreign Extra Stout",1.075,1.017,7.57,64.6,46.25
"Bad Boy SSS","Foreign Extra Stout",1.09,1.025,8.49,102.85,39.56
"Russian Imperial Stout","Russian Imperial Stout",1.088,1.025,8.34,103.09,40
"Awesome Recipe","Sweet Stout",1.055,1.015,5.2,53.86,40
"Fidy","Russian Imperial Stout",1.112,1.033,10.3,29,50
"JC'S imperial stout","Imperial Stout",23.7839,7.33338,9.32,63.1,50
"Big Fred","Imperial Stout",1.098,1.02,11.26,81.73,43.78
"Dry Roast Stout","Irish Stout",1.042,1.01,4.25,39.62,35.63
"Imperial Stout","Russian Imperial Stout",1.105,1.027,10.17,85.99,40
"Memphis Man II","Tropical Stout",1.067,1.02,6.16,45.24,26.71
"Kram's Extra Stout","Foreign Extra Stout",1.064,1.018,6.01,57.71,40
"CLEDRIS","Russian Imperial Stout",1.099,1.022,9.98,43.11,50
"Imperial Chocolate Stout","Russian Imperial Stout",1.085,1.022,8.26,66.72,43.74
"Black Chocolate Dunwel Dun","Russian Imperial Stout",1.09,1.017,9.57,61.52,42.04
"Gejza","Russian Imperial Stout",19.1075,5.74835,7.39,55.2,42.05
"Guinness clone - irish stout","Dry Stout",1.044,1.011,4.29,25.26,33.71
"Highlands Bog","Russian Imperial Stout",1.084,1.022,8.17,64.77,49.94
"Bourbon Stout","Imperial Stout",1.121,1.022,13,84.01,44.2
"Russian Imperial Stout - Coop Brew K&S","Russian Imperial Stout",1.101,1.023,11.36,92.08,39.5
"R & C Russian Imperial Stout","Russian Imperial Stout",1.102,1.024,10.25,137.41,50
"Beamish-Like Stout","Dry Stout",1.045,1.011,4.43,35.68,30.37
"Midnight Cowboy Imperial Stout","Russian Imperial Stout",1.126,1.03,12.59,115.79,50
"Unnamed Imp","Russian Imperial Stout",1.109,1.022,11.43,0,34.15
"Stout 20/06","Foreign Extra Stout",1.071,1.018,7.05,38.15,35.23
"Winter Palace","Russian Imperial Stout",1.094,1.026,8.85,98.79,37.85
"Guinness Clone 2","Dry Stout",1.047,1.011,4.77,29.51,34.05
"Awesome Recipe","Russian Imperial Stout",1.123,1.029,12.3,94.26,40
"Holiday Imperial stout","Imperial Stout",1.108,1.03,10.28,74.55,37.22
"Awesome Recipe","Sweet Stout",1.063,1.016,6.18,18.72,50
"Dark Contract - Trashed Witch","Imperial Stout",1.096,1.026,9.25,74.42,39.72
"Old Rasputin RIS","Russian Imperial Stout",1.091,1.016,9.81,74.51,47.55
"Kerry's stout kit","Russian Imperial Stout",1.076,1.019,7.51,51.92,44.97
"Impriel Stout","Russian Imperial Stout",1.095,1.023,9.44,45.76,50
"A Nice Stout","Dry Stout",1.053,1.015,4.96,43.6,43.81
"Chocolate Milk Stout","Sweet Stout",1.079,1.026,6.94,27.27,38.13
"Imperial stout Remastered","Russian Imperial Stout",1.089,1.017,9.44,71.11,50
"Brewdog Jet Black Heart","Sweet Stout",1.055,1.02,4.78,45.36,35.94
"McKinney Stout","Dry Stout",1.052,1.015,4.87,44.09,50
"Writhing in Agony Rye Barrel Stout","Foreign Extra Stout",1.077,1.017,7.92,79.98,41.71
"Session Coffee Milk Stout","Sweet Stout",1.051,1.02,4.11,19,39.1
"B3 Chocolate Vanilla Stout","Dry Stout",1.065,1.019,6,53.04,38.08
"Big Lake's Finest Motor Oil","Imperial Stout",1.106,1.027,10.4,89.03,50
"Cocamilk crunch","Russian Imperial Stout",1.102,1.028,9.82,41.63,50
"After Eight Imperial Stout","Russian Imperial Stout",1.086,1.017,9.02,62.14,40
"Big John Stout","Sweet Stout",1.075,1.02,7.21,0,46.58
"Russian Beer Wrestler","Russian Imperial Stout",1.106,1.027,10.4,189.07,40
"Yankie Irish Stout","Dry Stout",1.054,1.012,5.53,56.47,50
"The Blackness","Imperial Stout",1.107,1.025,10.86,92.17,50
"Oyster Stout","Irish Stout",1.051,1.014,4.86,46.17,34.77
"RIS","Russian Imperial Stout",1.081,1.02,7.96,74.61,50
"Wake Me Up When It's Ready","Imperial Stout",1.072,1.016,7.33,50.27,39.5
"Pumpkin Stout","Foreign Extra Stout",1.062,1.01,6.8,78.67,30.38
"Brunch Stout","Foreign Extra Stout",1.062,1.016,6.04,84.31,50
"Paddle Out Stout (ILM of Garry McCoig)","Russian Imperial Stout",1.088,1.019,9.06,88.31,46.78
"Dry Irish Stout 5 gal","Dry Stout",1.043,1.012,4.11,21.82,35.02
"Vanilla Oatmeal Stout","Dry Stout",1.056,1.015,5.42,30.2,45.88
"Õçr stout","Irish Stout",1.04,1.009,4.06,32.39,32.88
"CMS","Sweet Stout",1.066,1.015,6.7,33.68,42.05
"Monky's Orange 47 Stout","Foreign Extra Stout",1.081,1.023,7.67,40.56,50
"Santa's Stout","Sweet Stout",1.05,1.013,4.92,17.31,36.09
"Borderline Russian Imperial Stout","Russian Imperial Stout",1.107,1.014,12.26,46.05,30.73
"Ruski Bot Imperial Stout (updated)","Russian Imperial Stout",1.099,1.024,9.94,80.53,50
"Russian Imperial Stout","Russian Imperial Stout",1.114,1.028,11.22,116.75,40
"British American Black IPA","Foreign Extra Stout",1.067,1.013,7.07,92.71,50
"Felds Russian Imperial Stout - Ver 3","Imperial Stout",1.112,1.02,12,80,45.63
"Hamblen Woods FES","Foreign Extra Stout",1.062,1.014,6.31,50.12,31.33
"Voodoo Black Ale","Russian Imperial Stout",1.092,1.015,10.09,50.27,32.1
"Death Star","Russian Imperial Stout",1.109,1.024,11.15,77.43,50
"PBRIS","Russian Imperial Stout",1.104,1.032,9.39,0,50
"Dry stout cafÈ","Dry Stout",1.047,1.012,4.65,35.41,30.58
"Siberian Express Russian Strong Stout","Russian Imperial Stout",1.104,1.025,10.28,123.67,50
"Irish Chocolate Stout","Foreign Extra Stout",1.047,1.013,4.51,324.94,25.38
"RIS","Russian Imperial Stout",1.084,1.02,8.37,92.82,49.38
"R'ZAAH","Russian Imperial Stout",1.084,1.017,8.87,86.26,42.67
"W00tstout","Russian Imperial Stout",1.109,1.021,11.55,99.68,49.06
"Imperial Stout #1","Russian Imperial Stout",1.136,1.047,11.69,97.7,50
"Rud˝ RIS","Russian Imperial Stout",25.3263,6.76887,10.55,69.61,39.16
"Fuzzy Knuckles Imperial Stout","Russian Imperial Stout",1.105,1.027,10.15,58.78,45.22
"Xie's No. 10 - English Stout","Dry Stout",1.049,1.011,4.96,26.18,50
"R.I.S.","Russian Imperial Stout",1.147,1.019,16.86,79.82,50
"Llama Milk Stout","Sweet Stout",1.064,1.02,5.76,26.69,39.65
"Ooh La La Coffee Stout","Dry Stout",1.073,1.018,7.16,111.25,40
"Buck shelford","Russian Imperial Stout",1.092,1.032,7.87,54.62,43.72
"Catherine The Great","Russian Imperial Stout",1.112,1.033,10.45,59.74,40
"Cup of Joe","Russian Imperial Stout",1.1,1.019,10.54,67.64,50
"Irish Coffee Milk Stout II","Sweet Stout",1.06,1.02,5.17,18.09,43.27
"Otter's Holt Irish Extra Stout","Foreign Extra Stout",1.057,1.015,5.42,31.54,40
"Speedway","Imperial Stout",1.128,1.02,14.24,53.24,50
"MadSci Single Stout Porter","Irish Stout",1.056,1.014,5.47,47.9,28.38
"Pete's Breakfast of Champions","Russian Imperial Stout",1.08,1.022,7.52,77,40
"Triple Clone","Sweet Stout",1.052,1.014,4.96,39.06,50
"Al's stout","Dry Stout",1.049,1.014,4.63,0,18.14
"Big Ass Stout","Russian Imperial Stout",1.11,1.027,10.82,105.87,46.84
"Vanilla chocolate stout","Foreign Extra Stout",1.082,1.023,7.71,41.23,41.43
"Kentucky Breakfast Stout","Imperial Stout",1.098,1.024,9.72,64.25,50
"38 Triskaidekaphobia","Russian Imperial Stout",1.123,1.031,12.07,161.25,50
"ROMANOV","Russian Imperial Stout",1.075,1.014,8,84.46,39.82
"Tropical stout mon","Tropical Stout",1.088,1.019,8.98,39.85,40.32
"Snot Nosed Punk","Russian Imperial Stout",1.09,1.022,8.82,37.36,22.54
"Dead Cossack","Russian Imperial Stout",1.128,1.033,12.44,27.82,50
"Christmas in a Bottle","Sweet Stout",1.085,1.017,9.66,42.16,14.38
"Imperial Stout","Russian Imperial Stout",1.099,1.023,10.03,97.68,50
"Imperial Stout (MW Kit)","Russian Imperial Stout",1.102,1.025,10.03,92.24,45.68
"Obscure origin","Foreign Extra Stout",16.0443,3.78983,6.66,39.3,43.71
"Hazelnut Chocolate Stout #1","Sweet Stout",1.066,1.014,6.9,27.01,45.76
"Quintuple Chocolate Stout","Sweet Stout",1.065,1.022,5.53,30.46,39.03
"Mikan","Irish Stout",11.9506,2.84297,4.86,34.57,30.2
"8% Pale Blender","Sweet Stout",1.084,1.017,8.83,94.99,14.09
"Extra Stout (Aroma/Amber/Black)","Foreign Extra Stout",1.069,1.013,7.28,42.75,30.46
"Candy Cane Gang Bang","Sweet Stout",1.052,1.014,4.97,23.88,36.02
"RUSSIAN IMPERIAL STOUT","Russian Imperial Stout",1.086,1.02,8.63,94.11,44.75
"Stout 3.16","Dry Stout",1.051,1.009,5.54,38.34,35.87
"Holy Cow Chocolate Milk Stout","Sweet Stout",1.058,1.016,5.57,29.17,38.61
"Maple Porter","Imperial Stout",1.092,1.024,8.97,23.24,50
"Sarsparilla Vanilla Chocolate Chamomile Milk...","Sweet Stout",1.063,1.02,5.66,22.85,40
"PS Sweet Stout","Sweet Stout",1.064,1.022,5.49,35.29,41.11
"Breakfast beer","Russian Imperial Stout",1.079,1.015,8.37,48.56,37.65
"Pitch Black Chocolate","Foreign Extra Stout",1.06,1.017,5.7,38.9,40
"Super Stout","Russian Imperial Stout",1.124,1.031,12.15,89.36,50
"GRAFF OF POWER (Work in progress) (so is the...","Russian Imperial Stout",1.093,1.024,9.07,61.54,37.72
"Nutty Irishman","Irish Stout",1.057,1.02,4.8,31.15,40.36
"Lord John's The Dreamer","Imperial Stout",1.089,1.017,9.51,67.13,50
"RIS","Russian Imperial Stout",1.103,1.006,12.7,137.64,50
"Fostag Stout","Dry Stout",1.033,1.008,3.34,101.13,50
"Full Measure Milk Stout","Sweet Stout",1.061,1.017,5.72,0,31
"Barrel aged IS","Imperial Stout",1.108,1.03,10.27,167.83,48.11
"Pineapple Stout","Tropical Stout",1.065,1.02,5.94,47.09,32.29
"Chocolate milk stout","Dry Stout",1.055,1.019,4.78,54.56,50
"Double Chocolate Oatmeal Stout","Dry Stout",1.055,1.013,5.46,27.89,37.45
"Sweet stout","Sweet Stout",1.063,1.021,5.53,25.97,37.42
"Chocolate Coconut Stout","Sweet Stout",1.053,1.013,5.32,31.77,23.25
"For Richer Or Porter","Foreign Extra Stout",1.072,1.014,7.62,37.85,39.7
"Dry Stout-25L","Dry Stout",1.046,1.011,4.52,14.06,46.84
"Just That Kind Of Day","Russian Imperial Stout",1.102,1.019,10.87,70.13,39.02
"Gracie Ann Russian Imperial","Russian Imperial Stout",1.107,1.02,11.39,121.1,40
"December Imp stout","Russian Imperial Stout",1.09,1.015,9.81,39.51,50
"Chocolate Island Stout","Sweet Stout",1.063,1.022,5.38,20.98,45.51
"Slow sipper bourbon stout","Imperial Stout",1.085,1.02,8.53,111.9,41.69
"Sweet Milk Stout","Sweet Stout",1.074,1.028,6.38,38.71,38.73
"Tennessee Imperial State","Imperial Stout",1.003,1.001,0.29,126.15,0.8
"AHS Holiday Chocolate Stout","Sweet Stout",1.057,1.02,4.83,62.96,34.34
"Imperial Stout","Russian Imperial Stout",1.111,1.023,11.59,69.04,50
"Irish American Stout","Dry Stout",1.047,1.013,4.44,41.87,27.95
"Whaout?!","Imperial Stout",1.228,1.055,22.71,95.58,50
"Big Ass-Stout Big Ass-Scale","Imperial Stout",1.108,1.02,11.65,69.36,50
"The Amsterdammer","Foreign Extra Stout",1.081,1.027,7.06,34.55,40
"Tirfing Imperial Stout","Russian Imperial Stout",1.095,1.021,9.6,84.6,32.58
"Public Moose Private Oak Northern Empire Cre...","Russian Imperial Stout",1.096,1.02,10.01,112.27,50
"Fossane Bryggeri - Svartefaen","Russian Imperial Stout",1.099,1.021,10.23,69.91,37.73
"Imperial Stout","Russian Imperial Stout",1.11,1.025,11.15,124.16,50
"Mint Chocolate 1 Gallon Test","Foreign Extra Stout",1.069,1.025,5.76,47.26,50
"Milk Stout","Sweet Stout",1.055,1.02,4.64,22.51,36.94
"Left Hand Milk Stout Clone","Sweet Stout",1.067,1.02,6.14,29.75,40.9
"The Nutcracker","Imperial Stout",1.111,1.03,10.68,95.14,50
"116 OppigÂrds turbo stout clone","Imperial Stout",1.075,1.015,7.94,32.69,49.57
"Satan Takes A Holiday","Imperial Stout",1.095,1.018,10.15,77.43,45.66
"Into the dark (19 L)","Dry Stout",1.053,1.013,5.23,54.38,45.31
"Awesome Recipe","Russian Imperial Stout",1.097,1.015,10.82,54.33,40
"Chocolate Milk Stout - Choc' Nesse' Monster...","Sweet Stout",1.068,1.022,6.04,23.45,42.43
"Winter 2015 Imperial Stout","Russian Imperial Stout",1.123,1.025,12.86,49.22,50
"Campfire Stout","Dry Stout",1.041,1.01,4.16,12.48,10.83
"Hunahpu-Style RIS","Russian Imperial Stout",1.099,1.033,8.6,95.94,40
"Peanut butter ale","Imperial Stout",1.079,1.02,7.75,63.16,48.69
"Mexican Chocolate Sweet Stout","Imperial Stout",1.084,1.021,8.31,84.88,50
"Gregg's Amazing RIS","Russian Imperial Stout",1.122,1.032,11.81,120.06,50
"Stangabogan Asfalt Stout","Imperial Stout",1.096,1.022,9.59,73.01,44.02
"Airlann","Irish Stout",1.044,1.013,4.12,35.26,37.73
"Oatnegget Irish Stout","Irish Stout",1.052,1.012,5.22,31.93,40.9
"Coffee stout (small batch)","Sweet Stout",14.875,3.07244,6.37,23.75,35.57
"X2 stout","Sweet Stout",1.089,1.024,8.61,19.63,50
"More Courage - Russian Imperial Stout","Russian Imperial Stout",1.1,1.025,9.88,97.54,35.35
"HopDawg Double Chocolate Milk Stout","Sweet Stout",1.078,1.017,8.02,28.13,50
"Milk Stout","Sweet Stout",1.059,1.028,4.15,39.98,38.84
"Mitch's Foreign Stout","Foreign Extra Stout",1.067,1.017,6.64,45.75,50
"Black and Gold","Dry Stout",1.063,1.017,5.99,41.97,32.36
"The Gutterball","Irish Stout",1.069,1.019,6.53,28.55,45.98
"Black Bear Cub","Foreign Extra Stout",1.07,1.012,7.52,42.78,41.58
"Barnstorm","Foreign Extra Stout",16.8234,3.26141,7.38,25.3,38.11
"Catherine the Great","Russian Imperial Stout",1.094,1.024,9.29,51.96,50
"Tears of Blood Imperial Stout","Russian Imperial Stout",1.096,1.016,10.42,57.32,37.22
"Butthead Puppy Spit","Imperial Stout",1.081,1.016,8.51,59.57,43.09
"Vanilla cream stout","Sweet Stout",1.055,1.016,5.1,22.68,42.35
"Christmas spiced imp stout","Imperial Stout",1.118,1.034,11.06,0,50
"Whisky Reindeer","Russian Imperial Stout",1.093,1.026,8.83,69.93,42.3
"IVAN","Russian Imperial Stout",1.077,1.019,7.61,55.23,30.58
"ORM`s Dry Stout","Dry Stout",1.054,1.014,5.35,36.34,34.99
"Stout","Dry Stout",1.031,1.005,3.42,30.95,50
"Fatlagrad Imperial Stout","Foreign Extra Stout",1.08,1.02,7.87,48.37,50
"Raspberry Chocolate Milk Stout","Sweet Stout",1.076,1.031,5.95,35.36,50
"My Irish Stout","Irish Stout",1.055,1.015,5.23,38.61,40.19
"Royal ""E"" Stout","Foreign Extra Stout",1.052,1.015,4.9,46.17,38.93
"Oatmeal Cookie Russian Imperial Stout","Russian Imperial Stout",1.114,1.039,9.73,43.86,42.7
"Extra Stout","Irish Extra Stout",1.068,1.013,7.22,34.51,34.43
"Russian Imperial Stout (12L)","Imperial Stout",1.095,1.022,9.66,83.04,50
"W00tstout","Imperial Stout",1.104,1.026,10.28,0,32.99
"Snˆmannen","Russian Imperial Stout",1.052,1.012,5.31,117.71,49.92
"Beer for Breakfast","Russian Imperial Stout",1.096,1.025,9.34,48.98,50
"Sailor's Imperial Stout","Russian Imperial Stout",1.074,1.014,7.85,49.18,50
"Oatmeal maple stout","Russian Imperial Stout",1.089,1.023,8.71,48.63,50
"Tarn's Imperial Chocolate Stout","Imperial Stout",1.107,1.033,9.64,32.55,50
"Massacre Stout","Russian Imperial Stout",1.098,1.021,10.16,74.81,50
"Left Hand Milk Stout Clone","Sweet Stout",1.051,1.021,4.03,37.41,32.04
"Pure Chocolate Rye","Imperial Stout",1.102,1.029,9.53,49.7,49.57
"Chokecherry Milk Stout","Imperial Stout",1.107,1.025,10.77,107.25,50
"Dublin stout","Irish Stout",1.082,1.021,8.01,44.58,9.62
"Chai Milk Stout edited to make roasty","Sweet Stout",1.069,1.024,5.86,24.22,40
"Dry irish stout","Dry Stout",1.04,1.009,4,35.56,32.44
"Old Odell's Sleepy Stout","Foreign Extra Stout",1.074,1.017,7.47,64.67,50
"Sweet Bachelor Single Hop Stout","Dry Stout",1.05,1.011,5.19,30.26,30.97
"Thanks for the Mammaries","Sweet Stout",1.07,1.022,6.25,32.6,37.9
"Clawbster Stout","Foreign Extra Stout",1.062,1.018,5.73,52.31,31.74
"Blackness of Space/Galactic Crepuscule","Russian Imperial Stout",1.11,1.019,11.84,92.6,50
"The One And Only Tom Tom","Dry Stout",1.11,1.027,10.82,0,40
"Imp Night Stout","Imperial Stout",1.142,1.034,14.24,74.54,50
"Pepparkaka 2","Russian Imperial Stout",1.078,1.021,7.4,21.61,36.83
"Little Taste of Heaven Stout","Russian Imperial Stout",1.118,1.016,13.38,150.63,50
"Crosbinator","Russian Imperial Stout",1.111,1.028,10.94,78.42,40
"Milk Tray Man","Sweet Stout",1.052,1.012,5.14,25.66,32.47
"Chocolate Chipotle Stout","Dry Stout",1.066,1.013,7.05,11.91,35.83
"RIS","Russian Imperial Stout",1.114,1.033,10.65,78.93,48.04
"Rainbow Pale Stout","Foreign Extra Stout",1.075,1.016,7.73,33.26,7.91
"Beer Geek Breakfast","Imperial Stout",1.081,1.019,8.05,98.69,50
"Staunton Stout","Dry Stout",1.042,1.012,3.95,35.2,42.98
"Pirate Stout","Tropical Stout",1.067,1.013,7.47,31.22,31.39
"Peaty Oaky Stout","Foreign Extra Stout",1.06,1.012,6.36,35.83,42.84
"Svart Hav(Kinn klone)","Dry Stout",1.047,1.012,4.61,32.66,32.87
"Smokey Mountain Stout","Sweet Stout",1.079,1.019,7.91,57.65,46.23
"LumberJack II","Imperial Stout",1.111,1.027,10.94,66.22,50
"Oatmeal Stout","Sweet Stout",1.057,1.019,4.97,29.38,36.52
"Imperial Stout (Kate the Bot)","Russian Imperial Stout",1.096,1.019,10.16,86.9,50
"PilStouT","Dry Stout",1.05,1.013,4.96,25.81,39.72
"Skinny Gorilla","Imperial Stout",1.107,1.025,10.82,84.97,49.24
"Imperial stout","Russian Imperial Stout",1.087,1.022,8.58,117.13,50
"Sweet stout","Sweet Stout",1.068,1.02,6.28,34.21,47.21
"Victory Stout","Imperial Stout",1.06,1.012,6.32,109.27,34.93
"Kinnesi","Irish Stout",1.046,1.011,4.65,28.36,50
"Russian Imperial STout","Russian Imperial Stout",1.108,1.028,10.48,119.46,9.36
"Breakfast Techno Stout","Imperial Stout",1.083,1.021,8.17,69.62,41.68
"Padfoot","Foreign Extra Stout",1.074,1.018,7.35,52.14,41.06
"Bakke Brygg Dry Stout 25 l","Dry Stout",1.044,1.012,4.2,36.85,30.58
"Dark Souls","Sweet Stout",1.094,1.024,9.24,36.42,26.3
"Dental Stout","Irish Extra Stout",1.051,1.013,5.07,47.89,27.08
"Dry Stout #3","Dry Stout",1.055,1.016,5.18,78.18,42.73
"Sam's Courage","Dry Stout",1.051,1.013,5.02,31.35,40
"Russian Imperial Stout","Russian Imperial Stout",1.101,1.026,9.88,96.95,46.98
"Coffee Milk Stout","Sweet Stout",1.06,1.02,5.27,28.85,34
"SWEET STOUT CULICHI","Sweet Stout",1.024,1.006,2.35,64.92,50
"Fishermans Stout","Dry Stout",1.05,1.009,5.33,0,30.34
"Roggestout","Dry Stout",1.05,1.011,5.14,30.53,30.86
"Imperial Stoutness","Imperial Stout",1.112,1.026,11.3,40.88,50
"Groomsmen Grenade Imperial Stout","Russian Imperial Stout",1.107,1.025,10.79,77.22,50
"Kjeller 5 Juleale 2016 25 liter BB30","Foreign Extra Stout",1.074,1.017,7.46,65.42,45.59
"Russian Yeti","Russian Imperial Stout",1.083,1.021,8.17,68.45,40
"Chris","Imperial Stout",1.081,1.013,9.02,93.4,50
"Coffee Imperial","Imperial Stout",1.112,1.026,11.36,95.62,50
"Elvis Pilot Batch #1","Sweet Stout",23.104,6.19821,9.51,32.69,50
"Christmas Coffee Stout","Russian Imperial Stout",1.085,1.023,8.06,98.99,38.5
"Knockoff Guinness","Irish Stout",1.043,1.012,4.06,41.97,29.94
"RIS 2015","Russian Imperial Stout",1.123,1.031,12.17,99.46,50
"Palmer's Formula Stout","Sweet Stout",1.051,1.014,4.79,19.51,39.98
"Hardcore Coco Night","Sweet Stout",1.081,1.025,7.32,18.82,50
"Roker's Fault Imperial Stout","Imperial Stout",1.116,1.024,12.1,94.78,50
"Anastasia RIS","Russian Imperial Stout",1.081,1.023,7.54,61.96,50
"Mj¯lkestaut","Dry Stout",1.065,1.019,5.96,28.55,34.71
"Smoked Chocolate Cherry Oatmeal Stout","Foreign Extra Stout",1.061,1.015,6,37.01,34.46
"Guinness Clone","Dry Stout",1.047,1.013,4.46,39.41,33.96
"Chocolate Vanilla Stout Recipe","Sweet Stout",1.077,1.026,6.64,27.04,47.86
"Stout base partigyle","Russian Imperial Stout",1.115,1.026,11.77,0,37.12
"ImpeRyel Stout","Russian Imperial Stout",1.158,1.04,15.6,99.47,50
"The Dark Force Awakens","Dry Stout",1.048,1.013,4.66,38.78,39.06
"My Goodness","Russian Imperial Stout",20.2655,4.07544,8.95,68.6,44.81
"Syrupbrau","Imperial Stout",1.093,1.021,9.35,82.73,50
"Deception Cream Stout","Sweet Stout",1.058,1.017,5.44,0,33.06
"Double Chocolate Milk Stout","Dry Stout",1.066,1.017,6.47,58.23,41.64
"Ila's Stout","Irish Stout",1.051,1.013,5.02,35.59,43.04
"Sweet Chocolate Stout","Sweet Stout",1.046,1.011,4.63,31.16,32.27
"Irish Stout","Irish Stout",1.047,1.011,4.8,41.55,38.17
"Porter","Sweet Stout",1.054,1.02,4.45,31.72,44.99
"Sweet stout","Sweet Stout",1.058,1.021,4.93,24.76,30.43
"Russian Imperial Stout","Imperial Stout",1.112,1.023,11.7,83.1,36.09
"NB Dry Irish Stout","Irish Stout",1.045,1.013,4.15,52.52,38.75
"Epic Stout","Russian Imperial Stout",1.119,1.023,12.61,149.2,50
"Staves The Day II","Imperial Stout",1.102,1.033,9.09,69.2,50
"Hair of the Jack-a-lope","Imperial Stout",28.3307,8.6929,11.37,39.27,41.96
"GB Stout","Russian Imperial Stout",1.104,1.032,9.41,72.13,48.11
"SjokomÊlk","Russian Imperial Stout",1.114,1.026,11.56,58.9,49.89
"American Stout","Russian Imperial Stout",1.104,1.025,10.45,134.33,42.81
"Boûi?ek","Russian Imperial Stout",1.126,1.031,12.39,12.95,37.96
"Extract Secksial Chockolatt","Imperial Stout",1.099,1.025,9.76,56.27,50
"Sunday Irish Stout","Irish Stout",1.05,1.011,5.14,41.97,37.12
"Quasi Imperial","Russian Imperial Stout",1.104,1.024,10.61,62.29,50
"Dark Extract Stout","Sweet Stout",1.05,1.014,4.7,32.74,30.98
"Pumpkin Stout","Russian Imperial Stout",1.108,1.028,10.42,77.79,49.38
"Garbage RIP","Russian Imperial Stout",1.1,1.024,10.03,93.32,50
"Mad Cow Milk Stout","Sweet Stout",1.048,1.013,4.58,23.95,35.2
"DIY DOG | AB:05 Belgian Imperial Stout","Imperial Stout",1.128,1.031,12.8,37.72,50
"Stout dei carristi nuova","Dry Stout",1.05,1.011,5.01,43.78,33.88
"RIS","Russian Imperial Stout",1.102,1.029,9.63,51.4,40
"Stout","Dry Stout",10.6117,2.73116,4.19,39.35,38.06
"Cookie Wookie","Russian Imperial Stout",1.084,1.022,8.21,60.97,38.35
"Tax Season IRS","Russian Imperial Stout",1.106,1.028,10.32,79.2,50
"Bete Noire","Foreign Extra Stout",1.075,1.013,8.11,46.33,39.53
"Mallorca Imperial Stout","Imperial Stout",1.097,1.017,10.53,70.28,38.89
"Tjukk og seig sjokostut","Sweet Stout",1.072,1.017,7.2,15.35,50
"Black Black Heart","Sweet Stout",1.053,1.016,4.86,33.43,29.51
"Yuuyu smokes bongs","Dry Stout",1.061,1.012,6.47,37.59,42.1
"60 Empire of the Stout","Imperial Stout",1.102,1.019,10.82,107.34,46.85
"Supermassive Attenuation Coefficient","Russian Imperial Stout",1.08,1.018,8.11,64.47,44.96
